id,ad1,ad2,source_ad1,source_ad2,count.paraphrase,count.nonparaphrase,count.preference_ad1,count.preference_ad2,count.preference_skip
258,エコキュートの価格に自信,エコキュートの価格に自信なし？,camera_dev_10836,swallow8b,0,5,0,0,0
259,【上永谷】メンズ美容院,【上永谷】メンズ美容院予約,camera_dev_10838,calm22b,1,4,0,0,0
260,【上永谷】メンズ美容院,メンズ美容院＠上永谷,camera_dev_10838,human,5,0,5,3,2
261,【上永谷】メンズ美容院,メンズ美容院【上永谷】,camera_dev_10838,swallow70b,5,0,8,0,2
262,【博多】格安ホテル,【博多】格安ホテル予約,camera_dev_10841,calm22b,1,4,0,0,0
263,【博多】格安ホテル,博多格安ホテル【おすすめ5選】,camera_dev_10841,swallow8b,0,5,0,0,0
264,Auひかり 10ギガ エリア,超高速Auひかり 10ギガ エリア,camera_dev_10843,swallow70b,3,2,0,8,2
265,ヘアープレイス ヴィブ,美髪空間「ViV」,camera_dev_10853,calm22b,1,4,0,0,0
266,《きのくに信用金庫》で借りたい,きのくに信用金庫で借りちゃおー,camera_dev_10855,calm22b,4,1,4,5,1
267,《きのくに信用金庫》で借りたい,《信用金庫》で《借りる》,camera_dev_10855,calm7b,0,5,0,0,0
268,《きのくに信用金庫》で借りたい,きのくに信用金庫で借りるなら,camera_dev_10855,swallow70b,2,3,0,0,0
269,【本諫早でおすすめ】美容院,【本諫早厳選】推奨される美容院,camera_dev_10867,calm22b,3,2,4,4,2
270,リクルートの求人募集,リクルートで求人を探す,camera_dev_10876,swallow8b,2,3,0,0,0
271,浦安口コミ上位の骨盤矯正,浦安で口コミ上位の骨盤矯正は？,camera_dev_10880,calm22b,4,1,3,6,1
272,浦安口コミ上位の骨盤矯正,浦安で骨盤矯正ならどこがいい？,camera_dev_10880,swallow70b,4,1,7,3,0
273,【伯爵令嬢は犬猿の仲の…】,伯爵令嬢と犬猿の仲、秘話,camera_dev_10885,calm22b,0,5,0,0,0
274,eスポーツを専門的に学べる学校,エレクトロニックスポーツ専門校,camera_dev_10886,human,3,2,8,2,0
275,マルチビタミンの決定版,マルチビタミンの【決定版】,camera_dev_1088,calm22b,5,0,3,4,3
276,マルチビタミンの決定版,決定版マルチビタミンです,camera_dev_1088,swallow70b,5,0,8,0,2
277,マルチビタミンの決定版,マルチビタミンで元気に,camera_dev_1088,swallow8b,0,5,0,0,0
278,【エアコン 修理】,エアコンの修理サービス,camera_dev_10906,calm22b,3,2,5,3,2
279,【エアコン 修理】,エアコン 修理,camera_dev_10906,swallow70b,5,0,2,5,3
280,【エアコン 修理】,エアコン修理します,camera_dev_10906,swallow8b,5,0,6,2,2
281,米沢発・ディズニー行き,米沢からディズニー行き,camera_dev_10908,human,4,1,7,0,3
282,フロッピーディスク変換,フロッピーディスクをデジタル化,camera_dev_10912,calm22b,0,5,0,0,0
283,フロッピーディスク変換,ディスク変換をフロッピーで行う,camera_dev_10912,swallow8b,3,2,8,1,1
284,【ライズ・サポート・プラス】,ライズ・サポート・プラスとは,camera_dev_10920,human,5,0,2,5,3
285,他の整体でダメだった方も,他の整体で効果がなかった方も,camera_dev_10922,swallow70b,5,0,3,7,0
286,他の整体でダメだった方も,他院で改善が見られなかった方も,camera_dev_10922,swallow8b,2,3,0,0,0
287,【公式】全国税理士紹介センター,全国の税理士を【公式】で探す,camera_dev_10924,swallow8b,1,4,0,0,0
288,上野・御徒町のタイマッサージ店,タイマッサージ店＠上野・御徒町,camera_dev_10928,calm22b,4,1,4,5,1
289,上野・御徒町のタイマッサージ店,御徒町・上野 タイマッサージ店,camera_dev_10928,calm7b,5,0,4,4,2
290,上野・御徒町のタイマッサージ店,タイマッサージ店上野御徒町店,camera_dev_10928,human,4,1,4,1,5
291,ネオリーブ シュシュ 神保町店,おすすめネイルサロン＠神保町,camera_dev_10933,swallow70b,0,5,0,0,0
292,dodaは公務員の転職に強い,doda【公務員の転職に強い】,camera_dev_10946,calm22b,5,0,3,4,3
293,dodaは公務員の転職に強い,公務員転職に強いdoda,camera_dev_10946,swallow70b,5,0,4,4,2
294,dodaは公務員の転職に強い,公務員の転職に強い【doda】,camera_dev_10946,swallow8b,4,1,1,9,0
295,【第二新卒】初めての転職を応援,第二新卒の転職を応援します,camera_dev_10949,swallow8b,4,1,6,4,0
296,【2022年】医療保険ランキング,医療保険ランキング【2022年】,camera_dev_1094,calm22b,5,0,5,2,3
297,【2022年】医療保険ランキング,2022年の医療保険ランキング,camera_dev_1094,human,5,0,7,1,2
298,【2022年】医療保険ランキング,【医療保険】2022年ランキング,camera_dev_1094,swallow70b,5,0,5,4,1
299,【2022年】医療保険ランキング,【2022年】ランキング｜医療保険,camera_dev_1094,swallow8b,5,0,4,4,2
300,24時間365日0円相談,相談は24時間365日0円,camera_dev_10957,human,5,0,2,6,2
301,24時間365日0円相談,24時間365日無料相談,camera_dev_10957,swallow70b,5,0,3,5,2
302,24時間365日0円相談,24時間365日無料相談,camera_dev_10957,swallow8b,4,1,0,9,1
303,公式サイト,「公式」でチェックする,camera_dev_10959,calm22b,3,2,3,7,0
304,公式サイト,公式サイトです。,camera_dev_10959,swallow70b,5,0,4,0,6
305,公式サイト T O P しらべ,公式サイト TOP しらべない,camera_dev_10962,calm22b,0,5,0,0,0
306,公式サイト T O P しらべ,公式サイトの口コミを調べる,camera_dev_10962,swallow8b,1,4,0,0,0
307,こだわりの住宅をお値打ち価格で,【こだわり住宅】お値打ち価格,camera_dev_10972,calm22b,5,0,3,6,1
308,こだわりの住宅をお値打ち価格で,【お値打ち価格】こだわりの住宅,camera_dev_10972,swallow70b,5,0,3,6,1
309,こだわりの住宅をお値打ち価格で,【お値打ち価格】こだわりの住宅,camera_dev_10972,swallow8b,5,0,2,8,0
310,赤坂ｲﾝﾀｰｼﾃｨｺﾝﾌｧﾚﾝｽ/AICC,赤坂で開催される国際会議,camera_dev_10981,swallow70b,3,2,3,7,0
311,最新はこちら,最新情報はこちら 必見です,camera_dev_10986,calm7b,5,0,4,6,0
312,最新はこちら,最新情報はこちらです。,camera_dev_10986,swallow70b,5,0,6,2,2
313,最新はこちら,最新情報はこちら,camera_dev_10986,swallow8b,3,2,0,8,2
314,【公式】エミナルクリニック,エミナルクリニック【公式】,camera_dev_10989,calm22b,5,0,6,1,3
315,【公式】エミナルクリニック,公式エミナルクリニック,camera_dev_10989,human,4,1,9,0,1
316,【公式】エミナルクリニック,公式エミナルクリニック,camera_dev_10989,swallow8b,5,0,9,0,1
317,Amazon オーディオブックAudible,AmazonのAudibleで本を聴く,camera_dev_10990,swallow8b,5,0,9,1,0
318,パート・アルバイト・学生でもOK,パート・アルバイト・学生歓迎,camera_dev_11005,swallow8b,4,1,2,5,3
319,トッカ 船橋店,トッカ 船橋店へどうぞ,camera_dev_11009,calm22b,2,3,0,0,0
320,トッカ 船橋店,おすすめ服屋「トッカ」船橋店,camera_dev_11009,calm7b,3,2,3,7,0
321,トッカ 船橋店,トッカ船橋店,camera_dev_11009,swallow8b,5,0,3,1,6
322,お気に入りだけの贅沢な暮らし,贅沢な暮らしを選ぶ,camera_dev_11012,swallow70b,3,2,10,0,0
323,ホスリク,保険加入、節約、保障,camera_dev_11015,calm7b,1,4,0,0,0
324,ホスリク,あなたの専用ホスリク,camera_dev_11015,human,2,3,0,0,0
325,ホスリク,ホスリクです。,camera_dev_11015,swallow70b,3,2,1,5,4
326,【5巻まで配信中】恋と地獄,恋と地獄 ５巻まで配信中ですよ,camera_dev_11027,swallow70b,5,0,9,1,0
327,公式HPからのご予約が一番お得,公式HP予約が一番お得,camera_dev_11032,calm22b,5,0,9,0,1
328,公式HPからのご予約が一番お得,公式HPからの予約が一番おトク,camera_dev_11032,calm7b,5,0,5,4,1
329,2022秋冬トレンドシューズ,2022秋冬流行靴特集,camera_dev_11035,calm22b,4,1,10,0,0
330,ナンバー エアロ 横浜,横浜でエアロナンバー体験,camera_dev_11048,calm22b,2,3,0,0,0
331,ナンバー エアロ 横浜,横浜で最新エアロを体験しよう,camera_dev_11048,calm7b,0,5,0,0,0
332,ナンバー エアロ 横浜,横浜のエアロスタジオ,camera_dev_11048,swallow70b,1,4,0,0,0
333,ナンバー エアロ 横浜,横浜のナンバー エアロ,camera_dev_11048,swallow8b,5,0,3,6,1
334,【宇和島市】の賃貸探し,宇和島市の賃貸を探すなら,camera_dev_11053,human,4,1,3,4,3
335,ゆったり3列シート,3列シートでゆったり,camera_dev_11070,swallow70b,5,0,9,1,0
336,ゆったり3列シート,3列シートでゆったり,camera_dev_11070,swallow8b,4,1,6,2,2
337,アフラック／がんを経験された方,アフラック／がん経験者向け保険,camera_dev_11077,calm22b,5,0,5,4,1
338,アフラック／がんを経験された方,アフラック／がん経験者向け保険,camera_dev_11077,swallow70b,2,3,0,0,0
339,アフラック／がんを経験された方,アフラックがん経験者向け,camera_dev_11077,swallow8b,4,1,9,0,1
340,2023年4月～6月春限定プラン,2023年春限定：安心プラン,camera_dev_11084,calm22b,1,4,0,0,0
341,2023年4月～6月春限定プラン,春限定プラン【2023年4月～6月】,camera_dev_11084,swallow70b,4,1,2,6,2
342,フラミューム 上野 サロン,フラミューム上野サロン予約,camera_dev_11090,calm22b,1,4,0,0,0
343,フラミューム 上野 サロン,上野サロン フラミューム,camera_dev_11090,human,5,0,1,7,2
344,SoftBank Air,簡単・高速のインターネット,camera_dev_11094,calm7b,0,5,0,0,0
345,SoftBank Air,ソフトバンクエア,camera_dev_11094,swallow70b,5,0,6,1,3
346,メイテンロック コネクタ,メンテナンス用ロックコネクタ,camera_dev_1109,swallow8b,2,3,0,0,0
347,損/後悔しない保険相談するなら,「損しない保険選び」相談する,camera_dev_11101,calm22b,3,2,1,6,3
348,損/後悔しない保険相談するなら,損/後悔しない保険相談,camera_dev_11101,human,4,1,6,2,2
349,損/後悔しない保険相談するなら,後悔しない保険相談なら,camera_dev_11101,swallow70b,4,1,3,6,1
350,損/後悔しない保険相談するなら,後悔しない保険相談をしましょう,camera_dev_11101,swallow8b,3,2,6,4,0
351,【2022年比較】,「2022年最新」の【比較】情報,camera_dev_11106,calm22b,3,2,2,7,1
352,【2022年比較】,2022年で比較する,camera_dev_11106,human,3,2,8,1,1
353,【2022年比較】,2022年版【比較】,camera_dev_11106,swallow70b,5,0,4,4,2
354,セキュリティ 検出,セキュリティ検出ツールです。,camera_dev_1110,swallow70b,4,1,2,5,3
355,アプラウド サロン,あぷらうど さろん,camera_dev_11111,calm22b,5,0,10,0,0
356,アプラウド サロン,おすすめサロン＠プラウド,camera_dev_11111,swallow8b,0,5,0,0,0
357,関東の温泉の宿予約,関東の温泉宿を予約,camera_dev_1111,calm22b,4,1,0,4,6
358,関東の温泉の宿予約,関東の温泉宿予約はこちらから,camera_dev_1111,swallow70b,4,1,4,6,0
359,【企業様向け】,【法人向け】,camera_dev_11122,calm22b,3,2,2,3,5
360,【企業様向け】,企業向け様,camera_dev_11122,human,2,3,0,0,0
361,【企業様向け】,法人向け,camera_dev_11122,swallow70b,4,1,3,7,0
362,スクールに入って正解でした,学校選びが成功の鍵でした,camera_dev_11130,calm22b,2,3,0,0,0
363,スクールに入って正解でした,【正解でした】スクールに入って,camera_dev_11130,human,5,0,4,2,4
364,スクールに入って正解でした,入学してよかったです,camera_dev_11130,swallow70b,3,2,6,2,2
365,スクールに入って正解でした,スクールに通ってよかったです,camera_dev_11130,swallow8b,5,0,5,4,1
366,ロアール ケア 江南店 サロン,ロアールケアで江南店を予約,camera_dev_11132,swallow8b,1,4,0,0,0
367,浦和の戸建て,浦和で戸建てを買うなら,camera_dev_11139,calm22b,2,3,0,0,0
368,浦和の戸建て,浦和の戸建てを建てる,camera_dev_11139,swallow70b,2,3,0,0,0
369,浦和の戸建て,浦和で戸建てを探す,camera_dev_11139,swallow8b,2,3,0,0,0
370,導電性クッション,クッションは導電性,camera_dev_11141,human,3,2,10,0,0
371,導電性クッション,導電性クッションが注目集める,camera_dev_11141,swallow70b,2,3,0,0,0
372,【NHKで話題】頻尿ケア,頻尿ケア、NHKで話題沸騰,camera_dev_11151,calm22b,5,0,7,2,1
373,【NHKで話題】頻尿ケア,頻尿に【NHK推奨】対策サプリ,camera_dev_11151,calm7b,1,4,0,0,0
374,【NHKで話題】頻尿ケア,NHKで話題の「頻尿ケア」,camera_dev_11151,swallow70b,5,0,8,2,0
375,【NHKで話題】頻尿ケア,NHKで話題の【頻尿ケア】,camera_dev_11151,swallow8b,5,0,5,3,2
376,酒菜 乗々,かわいい酒菜 乗々,camera_dev_11161,human,2,3,0,0,0
377,酒菜 乗々,酒菜 乗々 → 乗々 酒菜,camera_dev_11161,swallow70b,3,2,2,7,1
378,リクナビ派遣／公式サイト,リクナビ派遣【公式サイト】,camera_dev_11162,calm22b,5,0,2,4,4
379,リクナビ派遣／公式サイト,リクナビ派遣の公式サイト,camera_dev_11162,swallow70b,5,0,4,4,2
380,リクナビ派遣／公式サイト,リクナビ派遣の公式サイト,camera_dev_11162,swallow8b,5,0,5,0,5
381,有名レストランで食事できる,有名レストランで食事を楽しむ,camera_dev_11163,calm22b,5,0,1,9,0
382,有名レストランで食事できる,有名レストランの食事体験,camera_dev_11163,human,4,1,2,6,2
383,エアコン取り付け・工事,エアコンディショニング設置工事,camera_dev_11167,calm22b,4,1,8,0,2
384,【公式サイト】ホームプロ,信頼の【公式】ホームプロ,camera_dev_11171,calm22b,3,2,6,3,1
385,【公式サイト】ホームプロ,ホームプロ　公式,camera_dev_11171,human,3,2,9,0,1
386,4月NEWOPENひといろの教会/沖縄,沖縄4月OPEN【ひといろの教会】,camera_dev_11174,calm7b,5,0,1,7,2
387,全国で人材採用、求人掲載なら,【全国】人材採用・求人掲載なら,camera_dev_11179,calm22b,5,0,1,8,1
388,全国で人材採用、求人掲載なら,全国の人材採用、求人掲載なら,camera_dev_11179,calm7b,5,0,0,1,9
389,【公式】N organic Vie,【公式】N organic Vieで美活,camera_dev_1117,calm22b,4,1,1,8,1
390,【公式】N organic Vie,公式N オレンジ　バイ,camera_dev_1117,human,3,2,7,2,1
391,【公式】資金調達クラウド,【公式】クラウドで資金調達,camera_dev_11184,calm22b,4,1,3,4,3
392,【公式】資金調達クラウド,資金調達ならココ【公式】,camera_dev_11184,swallow8b,1,4,0,0,0
393,無料 の 動画を探す,無料の動画コンテンツを検索中？,camera_dev_1118,calm22b,2,3,0,0,0
394,無料 の 動画を探す,無料動画を探すならココ,camera_dev_1118,swallow70b,3,2,2,7,1
395,無料 の 動画を探す,無料の動画を探す,camera_dev_1118,swallow8b,5,0,1,1,8
396,GLASIAOUS（グラシアス）,グラシアスはこちらです。,camera_dev_11191,swallow8b,5,0,6,3,1
397,【府中】シェービングサロン予約,今すぐ予約【府中】シェービング,camera_dev_11192,calm7b,4,1,5,4,1
398,ウェディングベル設置・販売なら,さかあちぬるやみ,camera_dev_11199,human,0,5,0,0,0
399,ウェディングベル設置・販売なら,ウェディングベルを探すなら,camera_dev_11199,swallow8b,1,4,0,0,0
400,複数担任制で安心の保育,複数担任制で安心の保育、なぜ？,camera_dev_11211,calm22b,1,4,0,0,0
401,複数担任制で安心の保育,担任制で安心の保育園,camera_dev_11211,calm7b,1,4,0,0,0
402,実績多数のプロマーケターを紹介,プロマーケター紹介実績多数,camera_dev_11214,calm22b,5,0,3,5,2
403,実績多数のプロマーケターを紹介,プロマーケター紹介【実績多数】,camera_dev_11214,swallow70b,5,0,3,6,1
404,【何としてでも今すぐ借りたい】,何としてでも今すぐ借りたい,camera_dev_11216,calm22b,5,0,5,1,4
405,【何としてでも今すぐ借りたい】,何としてでも今すぐ借りたい方は,camera_dev_11216,calm7b,4,1,2,5,3
