id,input_ad,generated_ad1,generated_ad2,count.preference_ad1,count.preference_ad2,count.preference_skip,source_input_ad,model_ad1,model_ad2,split
195,【玉川上水でおすすめ】美容院,玉川上水でおすすめの美容院,【おすすめ】玉川上水の美容院,4,5,1,camera_dev_11632,swallow70b,human,train
196,【玉川上水でおすすめ】美容院,おすすめ美容院＠玉川上水,【玉川上水で】おすすめ美容院,5,5,0,camera_dev_11632,swallow8b,calm22b,train
197,【玉川上水でおすすめ】美容院,おすすめ美容院＠玉川上水,【おすすめ】玉川上水の美容院,1,9,0,camera_dev_11632,swallow8b,human,train
198,【玉川上水でおすすめ】美容院,おすすめ美容院＠玉川上水,玉川上水でおすすめの美容院,6,3,1,camera_dev_11632,swallow8b,swallow70b,train
199,しょきゼロ/初期費用0の物件探し,初期費用0円で物件探し,初期費用ゼロでお部屋探ししよう,6,3,1,camera_dev_11661,calm7b,calm22b,train
200,しょきゼロ/初期費用0の物件探し,初期費用ゼロの物件探し,初期費用ゼロでお部屋探ししよう,6,4,0,camera_dev_11661,swallow70b,calm22b,train
201,しょきゼロ/初期費用0の物件探し,初期費用ゼロの物件探し,初期費用0円で物件探し,3,2,5,camera_dev_11661,swallow70b,calm7b,train
202,しょきゼロ/初期費用0の物件探し,0円から探せる物件,初期費用ゼロでお部屋探ししよう,2,7,1,camera_dev_11661,swallow8b,calm22b,train
203,しょきゼロ/初期費用0の物件探し,0円から探せる物件,初期費用0円で物件探し,2,7,1,camera_dev_11661,swallow8b,calm7b,train
204,しょきゼロ/初期費用0の物件探し,0円から探せる物件,初期費用ゼロの物件探し,3,5,2,camera_dev_11661,swallow8b,swallow70b,train
205,通信短大でキャリアップを目指す,キャリアップを通信短大で目指す,キャリアアップを【通信短大】で,3,6,1,camera_dev_11690,human,calm22b,train
206,お問い合わせはお気軽に,お問い合わせはお気軽にどうぞ,気軽にお問い合わせ下さい,4,3,3,camera_dev_11714,swallow8b,human,train
207,端子台 スプリング,スプリング端子台,端子台 | スプリング,8,2,0,camera_dev_1171,calm7b,calm22b,train
208,端子台 スプリング,スプリング 端子台,端子台 | スプリング,4,5,1,camera_dev_1171,swallow70b,calm22b,train
209,端子台 スプリング,スプリング 端子台,スプリング端子台,2,1,7,camera_dev_1171,swallow70b,calm7b,train
210,端子台 スプリング,スプリング端子台,端子台 | スプリング,6,1,3,camera_dev_1171,swallow8b,calm22b,train
211,端子台 スプリング,スプリング端子台,スプリング 端子台,1,1,8,camera_dev_1171,swallow8b,swallow70b,train
212,2022年最新／キャッシング比較,2022年最新キャッシング比較,最新2022年キャッシング比較,4,2,4,camera_dev_11774,swallow70b,human,valid
213,アングル インパクト ドライバー,アングルインパクトドライバー,角度インパクトドライバ,3,6,1,camera_dev_11775,swallow70b,calm22b,train
214,【本日更新】看護師の求人,本日更新の看護師求人情報です。,看護師求人情報【本日更新】,1,8,1,camera_dev_11798,swallow8b,swallow70b,train
215,新築一戸建てはHOME'Sにおまかせ,新築一戸建てを探すならHOME'S,新築一戸建て探しはHOME'Sで,5,2,3,camera_dev_11799,swallow70b,calm22b,train
216,新築一戸建てはHOME'Sにおまかせ,新築一戸建て探しはHOME'Sで,新築一戸建てを探すならHOME'S,3,3,4,camera_dev_11799,swallow8b,swallow70b,train
217,【公式】シノケンハーモニー,公式シノケンハーモニー,シノケンハーモニー【公式】,2,8,0,camera_dev_11829,swallow8b,human,train
218,八丈島八丈町の格安ホテル,【格安ホテル】八丈島八丈町,八丈島八丈町最安値のホテル,7,1,2,camera_dev_1182,human,calm7b,train
219,リクルートの中途採用サイト,【中途採用サイト】リクルート,中途採用情報ならリクルート,6,2,2,camera_dev_11832,human,calm22b,train
220,リクルートの中途採用サイト,中途採用のリクルートサイト,中途採用情報ならリクルート,0,8,2,camera_dev_11832,swallow70b,calm22b,train
221,リクルートの中途採用サイト,中途採用のリクルートサイト,【中途採用サイト】リクルート,1,6,3,camera_dev_11832,swallow70b,human,train
222,【高田馬場】リンパマッサージ,リンパマッサージ＠高田馬場,高田馬場の【リンパマッサージ】,8,2,0,camera_dev_11835,swallow70b,calm22b,train
223,工事はたった１日で完了します,１日で完了する「スピード工事」,【即日完了】工事の迅速実施,4,6,0,camera_dev_11842,swallow70b,calm22b,train
224,結婚 式 相場 東京,結婚式 費用 平均 東京,東京の結婚式、相場を探る,3,7,0,camera_dev_1188,calm7b,calm22b,train
225,結婚 式 相場 東京,東京での結婚式の相場はいくら？,東京の結婚式、相場を探る,6,4,0,camera_dev_1188,swallow70b,calm22b,train
226,結婚 式 相場 東京,東京での結婚式の相場はいくら？,結婚式 費用 平均 東京,6,3,1,camera_dev_1188,swallow70b,calm7b,train
227,結婚 式 相場 東京,東京で結婚式の相場はいくら？,東京の結婚式、相場を探る,9,0,1,camera_dev_1188,swallow8b,calm22b,train
228,結婚 式 相場 東京,東京で結婚式の相場はいくら？,結婚式 費用 平均 東京,6,4,0,camera_dev_1188,swallow8b,calm7b,train
229,結婚 式 相場 東京,東京で結婚式の相場はいくら？,東京での結婚式の相場はいくら？,1,2,7,camera_dev_1188,swallow8b,swallow70b,train
230,ビジネス ホテル 格安,お得なビジネスホテル,格安ビジネスホテル特集,1,6,3,camera_dev_11897,human,calm22b,train
231,《公式》毛皮専門WEBサイト,《公式》毛皮専門サイト,毛皮の専門サイト【公式】,7,2,1,camera_dev_11901,swallow70b,calm22b,train
232,《公式》毛皮専門WEBサイト,公式の毛皮専門ウェブサイト,毛皮の専門サイト【公式】,2,6,2,camera_dev_11901,swallow8b,calm22b,train
233,《公式》毛皮専門WEBサイト,公式の毛皮専門ウェブサイト,《公式》毛皮専門サイト,4,5,1,camera_dev_11901,swallow8b,swallow70b,train
234,結婚準備を簡単に,結婚準備をスマートに,結婚準備がもっと楽に,4,5,1,camera_dev_11933,swallow70b,calm22b,train
235,結婚準備を簡単に,結婚準備をスムーズに,結婚準備がもっと楽に,4,5,1,camera_dev_11933,swallow8b,calm22b,train
236,結婚準備を簡単に,結婚準備をスムーズに,結婚準備をスマートに,5,1,4,camera_dev_11933,swallow8b,swallow70b,train
237,ホテル 正社員採用,緊急募集中【ホテル正社員採用】,緊急募集：ホテル正社員採用,6,2,2,camera_dev_11936,swallow8b,calm22b,train
238,対面しない、おもてなし,対面なしのおもてなし,対面不要、おもてなし,8,1,1,camera_dev_11946,swallow70b,calm22b,valid
239,対面しない、おもてなし,オンラインでおもてなし,対面不要、おもてなし,4,4,2,camera_dev_11946,swallow8b,calm22b,valid
240,対面しない、おもてなし,オンラインでおもてなし,対面なしのおもてなし,7,1,2,camera_dev_11946,swallow8b,swallow70b,valid
241,【企業様向け】求人掲載窓口,求人広告掲載企業様向け,企業様向け求人掲載窓口のご案内,4,5,1,camera_dev_11948,human,calm22b,train
242,【企業様向け】求人掲載窓口,企業様向けの求人掲載窓口です。,企業様向け求人掲載窓口のご案内,4,6,0,camera_dev_11948,swallow70b,calm22b,train
243,【企業様向け】求人掲載窓口,企業様向けの求人掲載窓口です。,求人広告掲載企業様向け,5,3,2,camera_dev_11948,swallow70b,human,train
244,【企業様向け】求人掲載窓口,企業様必見の求人掲載窓口,企業様向け求人掲載窓口のご案内,4,6,0,camera_dev_11948,swallow8b,calm22b,train
245,【企業様向け】求人掲載窓口,企業様必見の求人掲載窓口,求人広告掲載企業様向け,6,3,1,camera_dev_11948,swallow8b,human,train
246,【企業様向け】求人掲載窓口,企業様必見の求人掲載窓口,企業様向けの求人掲載窓口です。,1,2,7,camera_dev_11948,swallow8b,swallow70b,train
247,引っ張りコイルばね,引っ張りコイルばねです。,ひっぱりのこいるばね,9,1,0,camera_dev_12025,swallow70b,calm22b,train
248,エンゲージメントを高めるには,エンゲージメントを高めるには？,エンゲージメントを高める方法,3,5,2,camera_dev_12030,calm7b,calm22b,test
249,【公式】三井のリハウス,【公式サイト】三井のリハウス,三井のリハウス【公式】,3,6,1,camera_dev_12052,human,calm22b,valid
250,自然な上向きまつげが叶う,自然な上向きまつげを叶える,自然な上向きまつげを実感,4,5,1,camera_dev_12077,swallow70b,calm22b,train
251,SoftBank 光 Wi,光 Wi SoftBank,SoftBank 光 Wi-Fi,0,7,3,camera_dev_12088,human,calm22b,train
252,【SUUMO】無料で一括査定,SUUMOで無料一括査定する,SUUMOで無料一括査定を予約,3,3,4,camera_dev_12095,swallow70b,calm22b,train
253,【SUUMO】無料で一括査定,無料で一括査定【SUUMO】,SUUMOで無料一括査定を予約,4,3,3,camera_dev_12095,swallow8b,calm22b,train
254,【SUUMO】無料で一括査定,無料で一括査定【SUUMO】,SUUMOで無料一括査定する,6,2,2,camera_dev_12095,swallow8b,swallow70b,train
255,【2022年】死亡保険ランキング,死亡保険ランキング　2022,2022年死亡保険ランキング,5,4,1,camera_dev_12122,human,calm22b,train
256,【2022年】死亡保険ランキング,死亡保険ランキング【2022年】,2022年死亡保険ランキング,7,1,2,camera_dev_12122,swallow70b,calm22b,train
257,【2022年】死亡保険ランキング,死亡保険ランキング【2022年】,死亡保険ランキング　2022,8,1,1,camera_dev_12122,swallow70b,human,train
258,【2022年】死亡保険ランキング,死亡保険ランキング【2022年】,2022年死亡保険ランキング,6,1,3,camera_dev_12122,swallow8b,calm22b,train
259,【2022年】死亡保険ランキング,死亡保険ランキング【2022年】,死亡保険ランキング　2022,6,0,4,camera_dev_12122,swallow8b,human,train
260,キャロライナディスコ 美容室,キャロライナディスコ美容室,キャロライナディスコの美容室,3,3,4,camera_dev_12123,swallow8b,swallow70b,train
261,NTTフレッツ光 東日本,NTT東日本フレッツ光,NTTフレッツ光東日本,4,1,5,camera_dev_1212,human,calm22b,train
262,NTTフレッツ光 東日本,NTT東日本フレッツ光,NTTフレッツ光東日本,6,1,3,camera_dev_1212,swallow70b,calm22b,train
263,三菱ＵＦＪ銀行カードローン,安心の三菱UFJ銀行カードローン,【三菱ＵＦＪ銀行カードローン】,4,4,2,camera_dev_12143,swallow70b,human,train
264,創業３５周年 ヘナのパイオニア,ヘナ専門店 ３５年の実績,創業35年、ヘナのパイオニア,4,4,2,camera_dev_12149,calm7b,calm22b,train
265,創業３５周年 ヘナのパイオニア,創業35周年ヘナのパイオニア,創業35年、ヘナのパイオニア,2,6,2,camera_dev_12149,swallow70b,calm22b,train
266,創業３５周年 ヘナのパイオニア,創業35周年ヘナのパイオニア,ヘナ専門店 ３５年の実績,6,2,2,camera_dev_12149,swallow70b,calm7b,train
267,肌をいたわるシンプルケア,シンプルケアで肌をいたわる,肌に優しいシンプルケア,3,5,2,camera_dev_12171,swallow70b,calm22b,train
268,【アコム】公式ホームページ,【公式】アコムホームページ,公式アコムホームページ,7,0,3,camera_dev_12174,swallow8b,calm22b,train
269,公式/ブライトエイジホワイト,ブライトエイジホワイト【公式】,公式【ブライトエイジホワイト】,4,3,3,camera_dev_12200,swallow8b,swallow70b,train
270,【三原でおすすめ】マツエク,おすすめマツエクサロン【三原】,三原で注目「マツエク人気店」,2,8,0,camera_dev_1222,calm7b,calm22b,train
271,【名東区】の転職情報,名東区の転職情報,名東区【転職情報】,2,7,1,camera_dev_12231,swallow70b,calm22b,train
272,ネット 通販 base,ネット通販 【base】,ネット通販BASE,4,4,2,camera_dev_12235,calm7b,calm22b,valid
273,ネット 通販 base,baseでネット通販,ネット通販BASE,2,7,1,camera_dev_12235,human,calm22b,valid
274,ネット 通販 base,baseでネット通販,ネット通販 【base】,1,9,0,camera_dev_12235,human,calm7b,valid
275,ネット 通販 base,ネット通販はこちら【base】,ネット通販BASE,4,6,0,camera_dev_12235,swallow8b,calm22b,valid
276,ネット 通販 base,ネット通販はこちら【base】,ネット通販 【base】,6,4,0,camera_dev_12235,swallow8b,calm7b,valid
277,ネット 通販 base,ネット通販はこちら【base】,baseでネット通販,6,2,2,camera_dev_12235,swallow8b,human,valid
278,【公式】はるいろ整体院,【安心の公式】はるいろ整体院,はるいろ整体院公式,8,0,2,camera_dev_12243,swallow8b,human,train
279,12/16(金)17(土)個別の転職相談,個別の転職相談12/16.17,転職個別相談【12/16・17】,2,8,0,camera_dev_12245,human,calm7b,train
280,【和歌山】シェービングサロン,和歌山のシェービング専門店,シェービングサロン【和歌山】,5,3,2,camera_dev_1228,calm7b,calm22b,valid
281,【和歌山】シェービングサロン,シェービングサロン＠和歌山,シェービングサロン【和歌山】,2,7,1,camera_dev_1228,swallow70b,calm22b,valid
